05/12/2008 23:58:00,"2,566"
12/12/2008 23:58:00,"2,3495"
19/12/2008 23:58:00,"2,3705"
26/12/2008 23:58:00,"2,3261"
02/01/2009 23:58:00,"2,313"
09/01/2009 23:58:00,"2,2431"
16/01/2009 23:58:00,"2,29"
23/01/2009 23:58:00,"2,3002"
30/01/2009 23:58:00,"2,263"
06/02/2009 23:58:00,"2,2593"
13/02/2009 23:58:00,"2,256"
20/02/2009 23:58:00,"2,3905"
27/02/2009 23:58:00,"2,369"
06/03/2009 23:58:00,"2,3724"
13/03/2009 23:58:00,"2,3065"
20/03/2009 23:58:00,"2,264"
27/03/2009 23:58:00,"2,2754"
03/04/2009 23:58:00,"2,1993"
10/04/2009 23:58:00,"2,1811"
17/04/2009 23:58:00,"2,1826"
24/04/2009 23:58:00,"2,1935"
01/05/2009 23:58:00,"2,18"
08/05/2009 23:58:00,"2,073"
15/05/2009 23:58:00,"2,0784"
22/05/2009 23:58:00,"2,0238"
29/05/2009 23:58:00,"1,9653"
05/06/2009 23:58:00,"1,956"
12/06/2009 23:58:00,"1,9205"
19/06/2009 23:58:00,"1,9511"
26/06/2009 23:58:00,"1,93"
03/07/2009 23:58:00,"1,9509"
10/07/2009 23:58:00,"1,9644"
17/07/2009 23:58:00,"1,9256"
24/07/2009 23:58:00,"1,8937"
31/07/2009 23:58:00,"1,8635"
07/08/2009 23:58:00,"1,7708"
14/08/2009 23:58:00,"1,8413"
21/08/2009 23:58:00,"1,8092"
28/08/2009 23:58:00,"1,8233"
04/09/2009 23:58:00,"1,8434"
11/09/2009 23:58:00,"1,8085"
18/09/2009 23:58:00,"1,806"
25/09/2009 23:58:00,"1,7503"
02/10/2009 23:58:00,"1,7789"
09/10/2009 23:58:00,"1,6875"
16/10/2009 23:58:00,"1,6701"
23/10/2009 23:58:00,"1,7144"
30/10/2009 23:58:00,"1,7046"
06/11/2009 23:58:00,"1,7151"
13/11/2009 23:58:00,"1,7234"
20/11/2009 23:58:00,"1,7327"
27/11/2009 23:58:00,"1,7425"
04/12/2009 23:58:00,"1,7212"
11/12/2009 23:58:00,"1,7591"
18/12/2009 23:58:00,"1,7865"
25/12/2009 23:58:00,"1,7272"
01/01/2010 23:58:00,"1,743"
08/01/2010 23:58:00,"1,732"
15/01/2010 23:58:00,"1,7644"
22/01/2010 23:58:00,"1,8188"
29/01/2010 23:58:00,"1,8729"
05/02/2010 23:58:00,"1,8827"
12/02/2010 23:58:00,"1,8585"
19/02/2010 23:58:00,"1,8035"
26/02/2010 23:58:00,"1,806"
05/03/2010 23:58:00,"1,778"
12/03/2010 23:58:00,"1,761"
19/03/2010 23:58:00,"1,795"
26/03/2010 23:58:00,"1,823"
02/04/2010 23:58:00,"1,765"
09/04/2010 23:58:00,"1,771"
16/04/2010 23:58:00,"1,7562"
23/04/2010 23:58:00,"1,7628"
30/04/2010 23:58:00,"1,7287"
07/05/2010 23:58:00,"1,8495"
14/05/2010 23:58:00,"1,8025"
21/05/2010 23:58:00,"1,8468"
28/05/2010 23:58:00,"1,8143"
04/06/2010 23:58:00,"1,8389"
11/06/2010 23:58:00,"1,8116"
18/06/2010 23:58:00,"1,7723"
25/06/2010 23:58:00,"1,78"
02/07/2010 23:58:00,"1,7745"
09/07/2010 23:58:00,"1,7564"
16/07/2010 23:58:00,"1,7826"
23/07/2010 23:58:00,"1,7605"
30/07/2010 23:58:00,"1,7585"
06/08/2010 23:58:00,"1,7585"
13/08/2010 23:58:00,"1,771"
20/08/2010 23:58:00,"1,7585"
27/08/2010 23:58:00,"1,7463"
03/09/2010 23:58:00,"1,726"
10/09/2010 23:58:00,"1,716"
17/09/2010 23:58:00,"1,7128"
24/09/2010 23:58:00,"1,7125"
01/10/2010 23:58:00,"1,6802"
08/10/2010 23:58:00,"1,6743"
15/10/2010 23:58:00,"1,6534"
22/10/2010 23:58:00,"1,706"
29/10/2010 23:58:00,"1,6975"
05/11/2010 23:58:00,"1,679"
12/11/2010 23:58:00,"1,7223"
19/11/2010 23:58:00,"1,7165"
26/11/2010 23:58:00,"1,7296"
03/12/2010 23:58:00,"1,6838"
10/12/2010 23:58:00,"1,705"
17/12/2010 23:58:00,"1,71"
24/12/2010 23:58:00,"1,6907"
31/12/2010 23:58:00,"1,66"
07/01/2011 23:58:00,"1,682"
14/01/2011 23:58:00,"1,6817"
21/01/2011 23:58:00,"1,6223"
28/01/2011 23:58:00,"1,6812"
04/02/2011 23:58:00,"1,6771"
11/02/2011 23:58:00,"1,6663"
18/02/2011 23:58:00,"1,6626"
25/02/2011 23:58:00,"1,66"
04/03/2011 23:58:00,"1,6436"
11/03/2011 23:58:00,"1,662"
18/03/2011 23:58:00,"1,6682"
25/03/2011 23:58:00,"1,6554"
